"name","url","source"
"SWE-agent/SWE-agent","https://github.com/SWE-agent/SWE-agent","uncertain_audit_yes"
"aaif-goose/goose","https://github.com/aaif-goose/goose","manual_checklist_x"
"elizaOS/eliza","https://github.com/elizaOS/eliza","manual_checklist_x"
"Agent-46","redacted","readme_recovered_agent"
"agent-of-empires/agent-of-empires","https://github.com/agent-of-empires/agent-of-empires","manual_checklist_x"
"RooCodeInc/Roo-Code","https://github.com/RooCodeInc/Roo-Code","manual_checklist_x"
"agents-flex/agents-flex","https://github.com/agents-flex/agents-flex","manual_checklist_x"
"AnotiaWang/deep-research-web-ui","https://github.com/AnotiaWang/deep-research-web-ui","readme_recovered_agent"
"cft0808/edict","https://github.com/cft0808/edict","manual_checklist_x"
"aiwaves-cn/agents","https://github.com/aiwaves-cn/agents","manual_checklist_x"
"OS-Copilot/OS-Copilot","https://github.com/OS-Copilot/OS-Copilot","manual_checklist_x"
"GetStream/Vision-Agents","https://github.com/GetStream/Vision-Agents","manual_checklist_x"
"SmythOS/sre","https://github.com/SmythOS/sre","manual_checklist_x"
"wenge-research/x-agent","https://github.com/wenge-research/x-agent","manual_checklist_x"
"localgpt-app/localgpt","https://github.com/localgpt-app/localgpt","readme_recovered_agent"
"TaskingAI/TaskingAI","https://github.com/TaskingAI/TaskingAI","manual_checklist_x"
"lsdefine/GenericAgent","https://github.com/lsdefine/GenericAgent","readme_recovered_agent"
"askrella/whatsapp-chatgpt","https://github.com/askrella/whatsapp-chatgpt","readme_recovered_agent"
"11cafe/jaaz","https://github.com/11cafe/jaaz","manual_checklist_x"
"strands-agents/harness-sdk","https://github.com/strands-agents/harness-sdk","manual_checklist_x"
"browserable/browserable","https://github.com/browserable/browserable","manual_checklist_x"
"InternLM/lagent","https://github.com/InternLM/lagent","manual_checklist_x"
"ValueCell-ai/ClawX","https://github.com/ValueCell-ai/ClawX","manual_checklist_x"
"octotools/octotools","https://github.com/octotools/octotools","manual_checklist_x"
"firecrawl/open-agent-builder","https://github.com/firecrawl/open-agent-builder","manual_checklist_x"
"obot-platform/nanobot","https://github.com/obot-platform/nanobot","readme_recovered_agent"
"langchain-ai/social-media-agent","https://github.com/langchain-ai/social-media-agent","readme_recovered_agent"
"dirac-run/dirac","https://github.com/dirac-run/dirac","manual_checklist_x"
"basketikun/infinite-canvas","https://github.com/basketikun/infinite-canvas","readme_recovered_agent"
"brokermr810/QuantDinger","https://github.com/brokermr810/QuantDinger","manual_checklist_x"
"kodu-ai/claude-coder","https://github.com/kodu-ai/claude-coder","manual_checklist_x"
"DingTalk-Real-AI/dingtalk-workspace-cli","https://github.com/DingTalk-Real-AI/dingtalk-workspace-cli","manual_checklist_x"
"AstrBotDevs/AstrBot","https://github.com/AstrBotDevs/AstrBot","manual_checklist_x"
"PySpur-Dev/pyspur","https://github.com/PySpur-Dev/pyspur","manual_checklist_x"
"Agent-23","redacted","manual_checklist_x"
"EvoAgentX/EvoAgentX","https://github.com/EvoAgentX/EvoAgentX","manual_checklist_x"
"polterguy/magic","https://github.com/polterguy/magic","readme_recovered_agent"
"yoheinakajima/ditto","https://github.com/yoheinakajima/ditto","manual_checklist_x"
"Agent-09","redacted","manual_checklist_x"
"langbot-app/LangBot","https://github.com/langbot-app/LangBot","readme_recovered_agent"
"Farama-Foundation/ChatArena","https://github.com/Farama-Foundation/ChatArena","manual_checklist_x"
"joonspk-research/generative_agents","https://github.com/joonspk-research/generative_agents","uncertain_audit_boundary_yes"
"generalaction/emdash","https://github.com/generalaction/emdash","manual_checklist_x"
"showlab/ShowUI","https://github.com/showlab/ShowUI","manual_checklist_x"
"MayDay-wpf/snow-cli","https://github.com/MayDay-wpf/snow-cli","manual_checklist_x"
"rilldata/rill","https://github.com/rilldata/rill","manual_checklist_x"
"FireRedTeam/FireRed-OpenStoryline","https://github.com/FireRedTeam/FireRed-OpenStoryline","readme_recovered_agent"
"chatchat-space/Langchain-Chatchat","https://github.com/chatchat-space/Langchain-Chatchat","readme_recovered_agent"
"nrslib/takt","https://github.com/nrslib/takt","manual_checklist_x"
"agentscope-ai/AgentTeams","https://github.com/agentscope-ai/AgentTeams","manual_checklist_x"
"docker/docker-agent","https://github.com/docker/docker-agent","manual_checklist_x"
"2FastLabs/agent-squad","https://github.com/2FastLabs/agent-squad","manual_checklist_x"
"Agent-14","redacted","manual_checklist_x"
"lobehub/lobehub","https://github.com/lobehub/lobehub","manual_checklist_x"
"skalesapp/skales","https://github.com/skalesapp/skales","readme_recovered_agent"
"langchain-ai/langgraph","https://github.com/langchain-ai/langgraph","manual_checklist_x"
"lemony-ai/cascadeflow","https://github.com/lemony-ai/cascadeflow","manual_checklist_x"
"agentcoinorg/evo.ninja","https://github.com/agentcoinorg/evo.ninja","uncertain_audit_yes"
"ModelEngine-Group/app-platform","https://github.com/ModelEngine-Group/app-platform","manual_checklist_x"
"win4r/ClawTeam-OpenClaw","https://github.com/win4r/ClawTeam-OpenClaw","manual_checklist_x"
"rikkahub/rikkahub","https://github.com/rikkahub/rikkahub","readme_recovered_agent"
"isair/jarvis","https://github.com/isair/jarvis","readme_recovered_agent"
"ZHangZHengEric/Sage","https://github.com/ZHangZHengEric/Sage","manual_checklist_x"
"richardyc/Chrome-GPT","https://github.com/richardyc/Chrome-GPT","uncertain_audit_yes"
"MineDojo/Voyager","https://github.com/MineDojo/Voyager","readme_recovered_agent"
"the-open-engine/zeroshot","https://github.com/the-open-engine/zeroshot","manual_checklist_x"
"lealone/Lealone","https://github.com/lealone/Lealone","manual_checklist_x"
"rivet-dev/sandbox-agent","https://github.com/rivet-dev/sandbox-agent","manual_checklist_x"
"OpenBB-finance/OpenBB","https://github.com/OpenBB-finance/OpenBB","manual_checklist_x"
"TauricResearch/TradingAgents","https://github.com/TauricResearch/TradingAgents","manual_checklist_x"
"alibaba/spring-ai-alibaba","https://github.com/alibaba/spring-ai-alibaba","manual_checklist_x"
"agentstack-ai/AgentStack","https://github.com/agentstack-ai/AgentStack","manual_checklist_x"
"The-Swarm-Corporation/AutoHedge","https://github.com/The-Swarm-Corporation/AutoHedge","manual_checklist_x"
"Agent-39","redacted","manual_checklist_x"
"Gen-Verse/OpenClaw-RL","https://github.com/Gen-Verse/OpenClaw-RL","manual_checklist_x"
"phodal/auto-dev","https://github.com/phodal/auto-dev","manual_checklist_x"
"simstudioai/sim","https://github.com/simstudioai/sim","manual_checklist_x"
"openagents-org/openagents","https://github.com/openagents-org/openagents","manual_checklist_x"
"RTGS2017/NagaAgent","https://github.com/RTGS2017/NagaAgent","manual_checklist_x"
"xszyou/Fay","https://github.com/xszyou/Fay","readme_recovered_agent"
"google-gemini/gemini-cli","https://github.com/google-gemini/gemini-cli","manual_checklist_x"
"Tongyi-MAI/MAI-UI","https://github.com/Tongyi-MAI/MAI-UI","manual_checklist_x"
"fim-ai/fim-one","https://github.com/fim-ai/fim-one","manual_checklist_x"
"superduper-io/superduper","https://github.com/superduper-io/superduper","uncertain_audit_boundary_yes"
"Agent-11","redacted","manual_checklist_x"
"snap-stanford/Biomni","https://github.com/snap-stanford/Biomni","manual_checklist_x"
"crestalnetwork/intentkit","https://github.com/crestalnetwork/intentkit","manual_checklist_x"
"Agent-50","redacted","manual_checklist_x"
"rcortx/kiwiq","https://github.com/rcortx/kiwiq","manual_checklist_x"
"opencode-ai/opencode","https://github.com/opencode-ai/opencode","manual_checklist_x"
"trypromptly/LLMStack","https://github.com/trypromptly/LLMStack","manual_checklist_x"
"embabel/embabel-agent","https://github.com/embabel/embabel-agent","manual_checklist_x"
"manaflow-ai/cmux","https://github.com/manaflow-ai/cmux","manual_checklist_x"
"a5c-ai/babysitter","https://github.com/a5c-ai/babysitter","readme_recovered_agent"
"openonion/connectonion","https://github.com/openonion/connectonion","manual_checklist_x"
"EKKOLearnAI/hermes-studio","https://github.com/EKKOLearnAI/hermes-studio","manual_checklist_x"
"SafeAI-Lab-X/ClawKeeper","https://github.com/SafeAI-Lab-X/ClawKeeper","manual_checklist_x"
"openai/codex","https://github.com/openai/codex","manual_checklist_x"
"zylos-ai/zylos-core","https://github.com/zylos-ai/zylos-core","manual_checklist_x"
"Yuan-lab-LLM/ClawManager","https://github.com/Yuan-lab-LLM/ClawManager","readme_recovered_agent"
"cosmicstack-labs/mercury-agent","https://github.com/cosmicstack-labs/mercury-agent","manual_checklist_x"
"langchain-ai/langchainjs","https://github.com/langchain-ai/langchainjs","manual_checklist_x"
"openai/openai-realtime-agents","https://github.com/openai/openai-realtime-agents","manual_checklist_x"
"Agent-06","redacted","manual_checklist_x"
"Lapis0x0/obsidian-yolo","https://github.com/Lapis0x0/obsidian-yolo","manual_checklist_x"
"fastclaw-ai/fastclaw","https://github.com/fastclaw-ai/fastclaw","manual_checklist_x"
"golutra/golutra","https://github.com/golutra/golutra","manual_checklist_x"
"apecloud/ApeRAG","https://github.com/apecloud/ApeRAG","manual_checklist_x"
"getnao/nao","https://github.com/getnao/nao","readme_recovered_agent"
"tsinghua-fib-lab/AgentSociety","https://github.com/tsinghua-fib-lab/AgentSociety","manual_checklist_x"
"open-gitagent/opengap","https://github.com/open-gitagent/opengap","manual_checklist_x"
"moltis-org/moltis","https://github.com/moltis-org/moltis","manual_checklist_x"
"hexo-ai/sia","https://github.com/hexo-ai/sia","manual_checklist_x"
"CRui5in/paper-ppt-agent","https://github.com/CRui5in/paper-ppt-agent","readme_recovered_agent"
"plandex-ai/plandex","https://github.com/plandex-ai/plandex","manual_checklist_x"
"Chorus-AIDLC/Chorus","https://github.com/Chorus-AIDLC/Chorus","manual_checklist_x"
"ogx-ai/llama-stack-apps","https://github.com/ogx-ai/llama-stack-apps","readme_recovered_agent"
"openai/openai-cs-agents-demo","https://github.com/openai/openai-cs-agents-demo","manual_checklist_x"
"HITsz-TMG/VideoClaw","https://github.com/HITsz-TMG/VideoClaw","uncertain_audit_yes"
"Agent-21","redacted","readme_recovered_agent"
"unitedbyai/droidclaw","https://github.com/unitedbyai/droidclaw","readme_recovered_agent"
"cloudflare/agentic-inbox","https://github.com/cloudflare/agentic-inbox","manual_checklist_x"
"facebookresearch/HyperAgents","https://github.com/facebookresearch/HyperAgents","uncertain_audit_boundary_yes"
"mattzh72/articraft","https://github.com/mattzh72/articraft","manual_checklist_x"
"calesthio/OpenMontage","https://github.com/calesthio/OpenMontage","readme_recovered_agent"
"ConardLi/easy-llm-cli","https://github.com/ConardLi/easy-llm-cli","manual_checklist_x"
"OpenCoworkAI/open-cowork","https://github.com/OpenCoworkAI/open-cowork","readme_recovered_agent"
"NVIDIA/NeMo-Agent-Toolkit","https://github.com/NVIDIA/NeMo-Agent-Toolkit","manual_checklist_x"
"banteg/takopi","https://github.com/banteg/takopi","uncertain_audit_boundary_yes"
"TencentQQGYLab/AppAgent","https://github.com/TencentQQGYLab/AppAgent","manual_checklist_x"
"melih-unsal/DemoGPT","https://github.com/melih-unsal/DemoGPT","readme_recovered_agent"
"video-db/Director","https://github.com/video-db/Director","manual_checklist_x"
"sdi2200262/agentic-project-management","https://github.com/sdi2200262/agentic-project-management","manual_checklist_x"
"langchain-ai/open-agent-platform","https://github.com/langchain-ai/open-agent-platform","manual_checklist_x"
"modu-ai/moai-adk","https://github.com/modu-ai/moai-adk","readme_recovered_agent"
"DimiMikadze/orca","https://github.com/DimiMikadze/orca","manual_checklist_x"
"zhimaAi/chatwiki","https://github.com/zhimaAi/chatwiki","manual_checklist_x"
"OpenRaiser/NanoResearch","https://github.com/OpenRaiser/NanoResearch","readme_recovered_agent"
"firecrawl/web-agent","https://github.com/firecrawl/web-agent","manual_checklist_x"
"coder/coder","https://github.com/coder/coder","manual_checklist_x"
"MoonshotAI/kimi-code","https://github.com/MoonshotAI/kimi-code","manual_checklist_x"
"miurla/babyagi-ui","https://github.com/miurla/babyagi-ui","manual_checklist_x"
"i-am-bee/agentstack","https://github.com/i-am-bee/agentstack","manual_checklist_x"
"i-am-bee/beeai-framework","https://github.com/i-am-bee/beeai-framework","manual_checklist_x"
"OpenBMB/PilotDeck","https://github.com/OpenBMB/PilotDeck","manual_checklist_x"
"WecomTeam/wecom-cli","https://github.com/WecomTeam/wecom-cli","manual_checklist_x"
"BuilderIO/agent-native","https://github.com/BuilderIO/agent-native","manual_checklist_x"
"Simpleyyt/ai-manus","https://github.com/Simpleyyt/ai-manus","manual_checklist_x"
"Paca-AI/paca","https://github.com/Paca-AI/paca","manual_checklist_x"
"kreneskyp/ix","https://github.com/kreneskyp/ix","manual_checklist_x"
"mattpocock/sandcastle","https://github.com/mattpocock/sandcastle","manual_checklist_x"
"microsoft/OmniParser","https://github.com/microsoft/OmniParser","manual_checklist_x"
"EuniAI/Prometheus","https://github.com/EuniAI/Prometheus","manual_checklist_x"
"YGYOOO/WorldX","https://github.com/YGYOOO/WorldX","manual_checklist_x"
"yohey-w/multi-agent-shogun","https://github.com/yohey-w/multi-agent-shogun","manual_checklist_x"
"google-antigravity/antigravity-cli","https://github.com/google-antigravity/antigravity-cli","manual_checklist_x"
"HolmesGPT/holmesgpt","https://github.com/HolmesGPT/holmesgpt","manual_checklist_x"
"antvis/AVA","https://github.com/antvis/AVA","manual_checklist_x"
"Paper2Poster/Paper2Poster","https://github.com/Paper2Poster/Paper2Poster","readme_recovered_agent"
"espressif/esp-claw","https://github.com/espressif/esp-claw","manual_checklist_x"
"myshell-ai/AIlice","https://github.com/myshell-ai/AIlice","manual_checklist_x"
"AMAP-ML/SkillClaw","https://github.com/AMAP-ML/SkillClaw","manual_checklist_x"
"OpenBMB/AgentVerse","https://github.com/OpenBMB/AgentVerse","manual_checklist_x"
"kenryu42/cc-safety-net","https://github.com/kenryu42/cc-safety-net","manual_checklist_x"
"datapizza-labs/datapizza-ai","https://github.com/datapizza-labs/datapizza-ai","manual_checklist_x"
"thClaws/thClaws","https://github.com/thClaws/thClaws","manual_checklist_x"
"microsoft/agent-lightning","https://github.com/microsoft/agent-lightning","manual_checklist_x"
"ValueCell-ai/valuecell","https://github.com/ValueCell-ai/valuecell","manual_checklist_x"
"OpenBB-finance/experimental-openbb-platform-agent","https://github.com/OpenBB-finance/experimental-openbb-platform-agent","manual_checklist_x"
"colbymchenry/codegraph","https://github.com/colbymchenry/codegraph","manual_checklist_x"
"TraderAlice/OpenAlice","https://github.com/TraderAlice/OpenAlice","manual_checklist_x"
"53AI/53AIHub","https://github.com/53AI/53AIHub","readme_recovered_agent"
"lastmile-ai/mcp-agent","https://github.com/lastmile-ai/mcp-agent","readme_recovered_agent"
"0xSteph/pentest-ai","https://github.com/0xSteph/pentest-ai","readme_recovered_agent"
"nextlevelbuilder/goclaw","https://github.com/nextlevelbuilder/goclaw","manual_checklist_x"
"MoonshotAI/kimi-cli","https://github.com/MoonshotAI/kimi-cli","manual_checklist_x"
"openlit/openlit","https://github.com/openlit/openlit","readme_recovered_agent"
"anthropics/claude-code","https://github.com/anthropics/claude-code","manual_checklist_x"
"modelscope/ms-agent","https://github.com/modelscope/ms-agent","manual_checklist_x"
"Agent-18","redacted","manual_checklist_x"
"op7418/CodePilot","https://github.com/op7418/CodePilot","manual_checklist_x"
"nikmcfly/MiroFish-Offline","https://github.com/nikmcfly/MiroFish-Offline","manual_checklist_x"
"TinyAGI/tinyagi","https://github.com/TinyAGI/tinyagi","manual_checklist_x"
"SylphAI-Inc/AdalFlow","https://github.com/SylphAI-Inc/AdalFlow","manual_checklist_x"
"sentient-agi/ROMA","https://github.com/sentient-agi/ROMA","manual_checklist_x"
"microsoft/PromptWizard","https://github.com/microsoft/PromptWizard","readme_recovered_agent"
"coze-dev/coze-loop","https://github.com/coze-dev/coze-loop","manual_checklist_x"
"SanMuzZzZz/LuaN1aoAgent","https://github.com/SanMuzZzZz/LuaN1aoAgent","manual_checklist_x"
"Agent-13","redacted","manual_checklist_x"
"entropy-research/Devon","https://github.com/entropy-research/Devon","uncertain_audit_yes"
"SakanaAI/AI-Scientist-v2","https://github.com/SakanaAI/AI-Scientist-v2","readme_recovered_agent"
"BAAI-Agents/Cradle","https://github.com/BAAI-Agents/Cradle","readme_recovered_agent"
"microsoft/call-center-ai","https://github.com/microsoft/call-center-ai","manual_checklist_x"
"opensquilla/opensquilla","https://github.com/opensquilla/opensquilla","manual_checklist_x"
"spacedriveapp/spacebot","https://github.com/spacedriveapp/spacebot","manual_checklist_x"
"HKUDS/AutoAgent","https://github.com/HKUDS/AutoAgent","manual_checklist_x"
"chrisworsey55/atlas-gic","https://github.com/chrisworsey55/atlas-gic","uncertain_audit_boundary_yes"
"nanocoai/nanoclaw","https://github.com/nanocoai/nanoclaw","readme_recovered_agent"
"Yifan-Song793/RestGPT","https://github.com/Yifan-Song793/RestGPT","manual_checklist_x"
"samugit83/redamon","https://github.com/samugit83/redamon","readme_recovered_agent"
"archestra-ai/archestra","https://github.com/archestra-ai/archestra","manual_checklist_x"
"dot-agent/nextpy","https://github.com/dot-agent/nextpy","readme_recovered_agent"
"siddsachar/row-bot","https://github.com/siddsachar/row-bot","manual_checklist_x"
"Agent-34","redacted","manual_checklist_x"
"jmiao24/Paper2Agent","https://github.com/jmiao24/Paper2Agent","readme_recovered_agent"
"KsanaDock/Microverse","https://github.com/KsanaDock/Microverse","manual_checklist_x"
"a-real-ai/pywinassistant","https://github.com/a-real-ai/pywinassistant","manual_checklist_x"
"ShengranHu/ADAS","https://github.com/ShengranHu/ADAS","uncertain_audit_boundary_yes"
"Agent-05","redacted","disclosure_supplement"
"study8677/antigravity-workspace-template","https://github.com/study8677/antigravity-workspace-template","manual_checklist_x"
"ghostwright/phantom","https://github.com/ghostwright/phantom","readme_recovered_agent"
"beenuar/AiSOC","https://github.com/beenuar/AiSOC","manual_checklist_x"
"millionco/expect","https://github.com/millionco/expect","uncertain_audit_boundary_yes"
"Armur-Ai/Pentest-Swarm-AI","https://github.com/Armur-Ai/Pentest-Swarm-AI","manual_checklist_x"
"hitsz-ids/airda","https://github.com/hitsz-ids/airda","manual_checklist_x"
"nasa-jpl/rosa","https://github.com/nasa-jpl/rosa","manual_checklist_x"
"GiovanniPasq/agentic-rag-for-dummies","https://github.com/GiovanniPasq/agentic-rag-for-dummies","manual_checklist_x"
"Agent-37","redacted","manual_checklist_x"
"omnimind-ai/OpenOmniBot","https://github.com/omnimind-ai/OpenOmniBot","manual_checklist_x"
"ammaarreshi/gemma-chat","https://github.com/ammaarreshi/gemma-chat","manual_checklist_x"
"heshengtao/super-agent-party","https://github.com/heshengtao/super-agent-party","manual_checklist_x"
"openai/swarm","https://github.com/openai/swarm","manual_checklist_x"
"sooryathejas/METATRON","https://github.com/sooryathejas/METATRON","readme_recovered_agent"
"Agent-04","redacted","manual_checklist_x"
"RightNow-AI/openfang","https://github.com/RightNow-AI/openfang","manual_checklist_x"
"Polymarket/agents","https://github.com/Polymarket/agents","manual_checklist_x"
"cloudflare/agents-starter","https://github.com/cloudflare/agents-starter","manual_checklist_x"
"microsoft/qlib","https://github.com/microsoft/qlib","manual_checklist_x"
"tambo-ai/tambo","https://github.com/tambo-ai/tambo","manual_checklist_x"
"nicepkg/aide","https://github.com/nicepkg/aide","uncertain_audit_yes"
"leigest519/OpenGame","https://github.com/leigest519/OpenGame","manual_checklist_x"
"voocel/ainovel-cli","https://github.com/voocel/ainovel-cli","manual_checklist_x"
"AAswordman/Operit","https://github.com/AAswordman/Operit","manual_checklist_x"
"code-yeongyu/oh-my-openagent","https://github.com/code-yeongyu/oh-my-openagent","readme_recovered_agent"
"xlang-ai/OpenAgents","https://github.com/xlang-ai/OpenAgents","manual_checklist_x"
"chatboxai/chatbox","https://github.com/chatboxai/chatbox","manual_checklist_x"
"TracecatHQ/tracecat","https://github.com/TracecatHQ/tracecat","manual_checklist_x"
"memohai/Memoh","https://github.com/memohai/Memoh","manual_checklist_x"
"firecrawl/fire-enrich","https://github.com/firecrawl/fire-enrich","manual_checklist_x"
"Intelligent-Internet/ii-agent","https://github.com/Intelligent-Internet/ii-agent","manual_checklist_x"
"Datus-ai/Datus-agent","https://github.com/Datus-ai/Datus-agent","readme_recovered_agent"
"feder-cr/Jobs_Applier_AI_Agent_AIHawk","https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk","manual_checklist_x"
"AgentEra/Agently","https://github.com/AgentEra/Agently","manual_checklist_x"
"danny-avila/LibreChat","https://github.com/danny-avila/LibreChat","readme_recovered_agent"
"yuruotong1/autoMate","https://github.com/yuruotong1/autoMate","manual_checklist_x"
"OpenBMB/XAgent","https://github.com/OpenBMB/XAgent","manual_checklist_x"
"ModalityDance/PalmClaw","https://github.com/ModalityDance/PalmClaw","manual_checklist_x"
"Integuru-AI/Integuru","https://github.com/Integuru-AI/Integuru","manual_checklist_x"
"101dotxyz/GPTeam","https://github.com/101dotxyz/GPTeam","manual_checklist_x"
"uluckyXH/OpenMOSS","https://github.com/uluckyXH/OpenMOSS","manual_checklist_x"
"Kochava-Studios/witsy","https://github.com/Kochava-Studios/witsy","manual_checklist_x"
"eracle/OpenOutreach","https://github.com/eracle/OpenOutreach","manual_checklist_x"
"openinterpreter/openinterpreter","https://github.com/openinterpreter/openinterpreter","manual_checklist_x"
"Narcooo/inkos","https://github.com/Narcooo/inkos","manual_checklist_x"
"neovateai/neovate-code","https://github.com/neovateai/neovate-code","manual_checklist_x"
"ishaan1013/shadow","https://github.com/ishaan1013/shadow","manual_checklist_x"
"ChatGPTNextWeb/NextChat","https://github.com/ChatGPTNextWeb/NextChat","readme_recovered_agent"
"zilliztech/deep-searcher","https://github.com/zilliztech/deep-searcher","readme_recovered_agent"
"jd-opensource/OxyGent","https://github.com/jd-opensource/OxyGent","manual_checklist_x"
"CopilotKit/CopilotKit","https://github.com/CopilotKit/CopilotKit","manual_checklist_x"
"The-PR-Agent/pr-agent","https://github.com/The-PR-Agent/pr-agent","readme_recovered_agent"
"YeQing17-2026/OmniAgent","https://github.com/YeQing17-2026/OmniAgent","manual_checklist_x"
"dzhng/deep-research","https://github.com/dzhng/deep-research","readme_recovered_agent"
"Agent-03","redacted","manual_checklist_x"
"trustgraph-ai/trustgraph","https://github.com/trustgraph-ai/trustgraph","manual_checklist_x"
"KunAgent/Kun","https://github.com/KunAgent/Kun","manual_checklist_x"
"he-yufeng/CoreCoder","https://github.com/he-yufeng/CoreCoder","manual_checklist_x"
"workany-ai/workany","https://github.com/workany-ai/workany","manual_checklist_x"
"RUC-NLPIR/DeepAgent","https://github.com/RUC-NLPIR/DeepAgent","manual_checklist_x"
"dataelement/Clawith","https://github.com/dataelement/Clawith","manual_checklist_x"
"google/adk-go","https://github.com/google/adk-go","manual_checklist_x"
"fiatrete/OpenDAN-Personal-AI-OS","https://github.com/fiatrete/OpenDAN-Personal-AI-OS","manual_checklist_x"
"assafelovic/gpt-researcher","https://github.com/assafelovic/gpt-researcher","manual_checklist_x"
"kubeshark/kubeshark","https://github.com/kubeshark/kubeshark","manual_checklist_x"
"LigphiDonk/academic-figure-generator","https://github.com/LigphiDonk/academic-figure-generator","readme_recovered_agent"
"OpenDCAI/Paper2Any","https://github.com/OpenDCAI/Paper2Any","readme_recovered_agent"
"mlflow/mlflow","https://github.com/mlflow/mlflow","manual_checklist_x"
"letta-ai/letta-code","https://github.com/letta-ai/letta-code","manual_checklist_x"
"simular-ai/Agent-S","https://github.com/simular-ai/Agent-S","manual_checklist_x"
"camel-ai/oasis","https://github.com/camel-ai/oasis","manual_checklist_x"
"kellyvv/PhoneClaw","https://github.com/kellyvv/PhoneClaw","manual_checklist_x"
"SharpAI/DeepCamera","https://github.com/SharpAI/DeepCamera","readme_recovered_agent"
"elevenyellow/handcrafted-persona-engine","https://github.com/elevenyellow/handcrafted-persona-engine","readme_recovered_agent"
"Tracer-Cloud/opensre","https://github.com/Tracer-Cloud/opensre","manual_checklist_x"
"dp-archive/archive","https://github.com/dp-archive/archive","readme_recovered_agent"
"InternLM/MindSearch","https://github.com/InternLM/MindSearch","manual_checklist_x"
"HumanSignal/Adala","https://github.com/HumanSignal/Adala","manual_checklist_x"
"Nano-Collective/nanocoder","https://github.com/Nano-Collective/nanocoder","manual_checklist_x"
"livekit/agents","https://github.com/livekit/agents","manual_checklist_x"
"kenn-io/agentsview","https://github.com/kenn-io/agentsview","manual_checklist_x"
"Hmbown/CodeWhale","https://github.com/Hmbown/CodeWhale","manual_checklist_x"
"mindfold-ai/Trellis","https://github.com/mindfold-ai/Trellis","manual_checklist_x"
"wrtnlabs/agentica","https://github.com/wrtnlabs/agentica","manual_checklist_x"
"gptme/gptme","https://github.com/gptme/gptme","manual_checklist_x"
"warpdotdev/warp","https://github.com/warpdotdev/warp","manual_checklist_x"
"jgravelle/AutoGroq","https://github.com/jgravelle/AutoGroq","manual_checklist_x"
"eumemic/ai-legion","https://github.com/eumemic/ai-legion","manual_checklist_x"
"xbtlin/ai-berkshire","https://github.com/xbtlin/ai-berkshire","manual_checklist_x"
"calesthio/Crucix","https://github.com/calesthio/Crucix","readme_recovered_agent"
"nexu-io/html-video","https://github.com/nexu-io/html-video","manual_checklist_x"
"browser-use/macOS-use","https://github.com/browser-use/macOS-use","manual_checklist_x"
"langchain4j/langchain4j","https://github.com/langchain4j/langchain4j","readme_recovered_agent"
"yologdev/yoyo-evolve","https://github.com/yologdev/yoyo-evolve","uncertain_audit_yes"
"SerpentAI/SerpentAI","https://github.com/SerpentAI/SerpentAI","manual_checklist_x"
"ZSeven-W/openpencil","https://github.com/ZSeven-W/openpencil","readme_recovered_agent"
"safishamsi/graphify","https://github.com/safishamsi/graphify","readme_recovered_agent"
"open-mercato/open-mercato","https://github.com/open-mercato/open-mercato","manual_checklist_x"
"cyberpapiii/chipotlai-max","https://github.com/cyberpapiii/chipotlai-max","manual_checklist_x"
"dulikaifazr/Cougar-CLI","https://github.com/dulikaifazr/Cougar-CLI","readme_recovered_agent"
"Josh-XT/AGiXT","https://github.com/Josh-XT/AGiXT","readme_recovered_agent"
"shyamsaktawat/OpenAlpha_Evolve","https://github.com/shyamsaktawat/OpenAlpha_Evolve","manual_checklist_x"
"lifan0127/ai-research-assistant","https://github.com/lifan0127/ai-research-assistant","readme_recovered_agent"
"Agent-48","redacted","readme_recovered_agent"
"keinsaasforever/better-chatbot","https://github.com/keinsaasforever/better-chatbot","manual_checklist_x"
"rocketride-org/rocketride-server","https://github.com/rocketride-org/rocketride-server","manual_checklist_x"
"openakita/openakita","https://github.com/openakita/openakita","readme_recovered_agent"
"SpharxTeam/AgentOS","https://github.com/SpharxTeam/AgentOS","manual_checklist_x"
"Agent-28","redacted","manual_checklist_x"
"openai/openai-agents-python","https://github.com/openai/openai-agents-python","manual_checklist_x"
"omnara-ai/omnara","https://github.com/omnara-ai/omnara","manual_checklist_x"
"bowang-lab/MedRAX","https://github.com/bowang-lab/MedRAX","manual_checklist_x"
"Bitterbot-AI/bitterbot-desktop","https://github.com/Bitterbot-AI/bitterbot-desktop","readme_recovered_agent"
"AI-Citizen/SolidGPT","https://github.com/AI-Citizen/SolidGPT","uncertain_audit_boundary_yes"
"FullAgent/fulling","https://github.com/FullAgent/fulling","uncertain_audit_yes"
"MinorJerry/WebVoyager","https://github.com/MinorJerry/WebVoyager","manual_checklist_x"
"reworkd/AgentGPT","https://github.com/reworkd/AgentGPT","manual_checklist_x"
"Agent-43","redacted","manual_checklist_x"
"codeany-ai/open-agent-sdk-typescript","https://github.com/codeany-ai/open-agent-sdk-typescript","uncertain_audit_yes"
"UnicomAI/wanwu","https://github.com/UnicomAI/wanwu","manual_checklist_x"
"microsoft/genaiscript","https://github.com/microsoft/genaiscript","manual_checklist_x"
"test-zeus-ai/testzeus-hercules","https://github.com/test-zeus-ai/testzeus-hercules","uncertain_audit_yes"
"xataio/agent","https://github.com/xataio/agent","manual_checklist_x"
